prob,group,it,size,eax,eax.restart,lkh,lkh.restart,maos
1500-10-2,netgen,2,1500,3600,24.64,3.88,5.03,16.82
1500-10-2,netgen,3,1500,3600,49.23,11.74,18,15.97
1500-10-2,netgen,4,1500,3600,44.37,4.95,42.95,18
1500-10-2,netgen,5,1500,3600,73.42,91.07,21.48,17.35
1500-10-2,netgen,6,1500,3600,58.55,23.73,10.23,16.05
1500-10-2,netgen,7,1500,3600,37.51,14.12,20.98,3600
1500-10-2,netgen,8,1500,3600,24.6,59.19,157.92,16.98
1500-10-2,netgen,9,1500,3600,59.03,70.92,60.01,15.51
1500-10-20,netgen,0,1500,8.88,9.1,13.25,16.38,16.52
1500-10-20,netgen,1,1500,10.44,8.07,7.15,7.78,17.64
1500-10-20,netgen,2,1500,8.98,9.09,15.41,11.74,18.11
1500-10-20,netgen,3,1500,8.99,9.29,21.47,14.62,16.21
1500-10-20,netgen,4,1500,8.79,8.36,8.6,10.12,15.74
1500-10-20,netgen,5,1500,9.08,8.29,7.23,5.84,17.26
1500-10-20,netgen,6,1500,9.54,8.85,4.92,7.73,3600
1500-10-20,netgen,7,1500,9.44,8.8,26.21,12.65,15.63
1500-10-20,netgen,8,1500,9.6,10.45,21.19,24.08,15.59
1500-10-20,netgen,9,1500,8.56,8.91,27.44,7.75,18.64
1500-10-21,netgen,0,1500,9.41,9.08,14.92,6.47,16.36
1500-10-21,netgen,1,1500,8.65,9.63,4.13,4.57,17.4
1500-10-21,netgen,2,1500,9.96,8.76,11.77,10.59,15.67
1500-10-21,netgen,3,1500,9.09,9.75,6.22,5.46,17.01
1500-10-21,netgen,4,1500,9.01,10.41,13.32,25.52,15.95
1500-10-21,netgen,5,1500,9.84,9.02,6.83,4.34,3600
1500-10-21,netgen,6,1500,11.08,9.73,7.28,6.95,17.04
1500-10-21,netgen,7,1500,10.43,9.62,39.31,12.88,15.48
1500-10-21,netgen,8,1500,9.33,8.97,9.15,43.86,15.93
1500-10-21,netgen,9,1500,9.4,8.98,5.12,26.73,16.39
1500-10-22,netgen,0,1500,10.63,8.86,3600,3600,17.92
1500-10-22,netgen,1,1500,9.5,10.13,3600,1958.81,3600
1500-10-22,netgen,2,1500,8.87,8.53,2268.09,767.81,16.44
1500-10-22,netgen,3,1500,8.99,9.16,3600,3600,3600
1500-10-22,netgen,4,1500,3600,22.41,3600,3600,16.5
1500-10-22,netgen,5,1500,9.7,8.65,3600,3600,15.59
1500-10-22,netgen,6,1500,9.08,9.19,918.34,3600,15.73
1500-10-22,netgen,7,1500,10.64,9.03,1069.29,3600,15.62
1500-10-22,netgen,8,1500,8.59,9.03,3600,3600,16.01
1500-10-22,netgen,9,1500,9.62,9.01,3600,3600,20.53
1500-10-23,netgen,0,1500,3600,22.59,303.25,30.04,3600
1500-10-23,netgen,1,1500,3600,21.08,186.06,276.51,17.98
1500-10-23,netgen,2,1500,3600,23.07,49.95,107.45,3600
1500-10-23,netgen,3,1500,9.49,9.76,124.73,45.76,3600
1500-10-23,netgen,4,1500,10.02,9.69,54.71,49.75,17.28
1500-10-23,netgen,5,1500,9.03,8.8,112.27,28.33,3600
1500-10-23,netgen,6,1500,9.31,9.44,32.39,329.13,16.72
1500-10-23,netgen,7,1500,10,9.4,69.83,647.19,3600
1500-10-23,netgen,8,1500,9.4,12.18,105.15,44.42,3600
1500-10-23,netgen,9,1500,9.37,9.97,82.41,39.4,17.08
1500-10-24,netgen,0,1500,9.28,9.92,2074.1,3600,15.97
1500-10-24,netgen,1,1500,9.08,9.01,98.45,3600,16.18
1500-10-24,netgen,2,1500,9.49,8.89,167.07,3600,18
1500-10-24,netgen,3,1500,9.45,8.23,125.4,2879.23,17.72
1500-10-24,netgen,4,1500,9.02,9.4,3600,1238.27,15.31
1500-10-24,netgen,5,1500,9.61,8.65,3600,3600,17.29
1500-10-24,netgen,6,1500,10.46,8.87,680.99,499.17,17.43
1500-10-24,netgen,7,1500,9.77,8.98,726.1,3600,15.23
1500-10-24,netgen,8,1500,9.47,9.58,3600,1022.86,15.87
1500-10-24,netgen,9,1500,9.3,10.9,959.77,3600,18.77
1500-10-25,netgen,0,1500,10.77,11.05,12.86,18.1,19.7
1500-10-25,netgen,1,1500,9.51,9.21,8.31,22.8,16.95
1500-10-25,netgen,2,1500,3600,20.41,51.66,6.48,14.49
1500-10-25,netgen,3,1500,8.49,8.9,8.87,6.71,15
1500-10-25,netgen,4,1500,9.23,8.61,15.93,12.29,16.43
1500-10-25,netgen,5,1500,8.68,9.13,5.78,12.28,16.82
1500-10-25,netgen,6,1500,8.48,10.21,8.54,26.57,14.71
1500-10-25,netgen,7,1500,9.87,11.09,6.42,18.15,17.52
1500-10-25,netgen,8,1500,8.3,9.61,7.38,13.41,15.5
1500-10-25,netgen,9,1500,9.05,9.72,8.73,36.65,15.38
1500-10-26,netgen,0,1500,11.56,10.39,38.41,538.16,15.92
1500-10-26,netgen,1,1500,10.69,9.51,18.52,101.5,3600
1500-10-26,netgen,2,1500,9.12,9.4,24.07,69.43,16.24
1500-10-26,netgen,3,1500,9.18,9.15,8.46,621.82,16.33
1500-10-26,netgen,4,1500,8.92,9.67,178.59,265.94,3600
1500-10-26,netgen,5,1500,3600,21.56,285.6,195.33,3600
1500-10-26,netgen,6,1500,8.71,9.3,3600,229.7,16.21
1500-10-26,netgen,7,1500,9.26,9.56,9.21,16.32,3600
1500-10-26,netgen,8,1500,9.46,9.94,88.34,160.69,16.63
1500-10-26,netgen,9,1500,8.82,9.76,174.89,97.25,16.56
1500-10-27,netgen,0,1500,8.97,9.15,27.27,8.85,3600
1500-10-27,netgen,1,1500,9.97,8.76,28.02,8.52,3600
1500-10-27,netgen,2,1500,9.14,10.57,63.5,19.29,3600
1500-10-27,netgen,3,1500,3600,21.01,33.8,20.91,18.98
1500-10-27,netgen,4,1500,8.54,9.37,16.1,18.51,3600
1500-10-27,netgen,5,1500,8.23,8.02,363.9,34.28,3600
1500-10-27,netgen,6,1500,9.45,10.38,22.94,7.76,16.21
1500-10-27,netgen,7,1500,9.33,9.54,124.25,17.59,16.67
1500-10-27,netgen,8,1500,9.89,9.98,103.94,22.11,15.1
1500-10-27,netgen,9,1500,8.71,8.67,43.88,15.37,3600
1500-10-28,netgen,0,1500,3600,22.72,3600,3600,3600
1500-10-28,netgen,1,1500,3600,36.36,3600,1227.76,3600
1500-10-28,netgen,2,1500,3600,25.86,3600,53.12,3600
1500-10-28,netgen,3,1500,9.31,11.79,3600,2636.56,3600
1500-10-28,netgen,4,1500,3600,37.82,3600,1372.58,3600
1500-10-28,netgen,5,1500,3600,25.35,3600,1808.49,3600
1500-10-28,netgen,6,1500,12.04,9.95,234.18,70.29,3600
1500-10-28,netgen,7,1500,3600,81.56,3600,431.3,3600
1500-10-28,netgen,8,1500,3600,22.5,33.75,3600,18.28
1500-10-28,netgen,9,1500,11.36,10.91,3600,3396.49,3600
1500-10-29,netgen,0,1500,9.9,9.48,19.54,22.56,17.29
1500-10-29,netgen,1,1500,9.25,10.81,51.88,9.52,3600
1500-10-29,netgen,2,1500,3600,115.31,17.7,8.1,15.89
1500-10-29,netgen,3,1500,3600,57.37,10.08,15.19,19.89
1500-10-29,netgen,4,1500,3600,20.67,29.81,18.53,15.85
1500-10-29,netgen,5,1500,3600,40.58,9.62,13.21,15.61
1500-10-29,netgen,6,1500,3600,36.09,33.43,33.06,15.76
1500-10-29,netgen,7,1500,3600,45.95,25.96,44.2,15.54
1500-10-29,netgen,8,1500,3600,46.39,49.82,19.03,19.7
1500-10-29,netgen,9,1500,10.85,8.7,47.55,24.62,15.95
1500-10-3,netgen,0,1500,10.61,9.54,44.55,76.55,16.2
1500-10-3,netgen,1,1500,10.17,9.6,7.16,7.95,15.81
1500-10-3,netgen,2,1500,9.05,9.34,25.23,38.98,15.92
1500-10-3,netgen,3,1500,11.14,10.39,9.01,13.05,3600
1500-10-3,netgen,4,1500,10.57,9.02,52.28,43.25,17.65
1500-10-3,netgen,5,1500,9.57,9.71,21.92,21.7,16.18
1500-10-3,netgen,6,1500,9.54,10.21,14.66,36.25,16.21
1500-10-3,netgen,7,1500,8.58,8.69,13.31,24.58,16.12
1500-10-3,netgen,8,1500,9.02,8.94,16.68,14.78,17.09
1500-10-3,netgen,9,1500,9.01,9.93,28.23,21.64,17.85
1500-10-30,netgen,0,1500,3600,23.29,10.06,33.52,20.12
1500-10-30,netgen,1,1500,3600,19.85,28.02,25.14,15.75
1500-10-30,netgen,2,1500,9.28,9,28.38,59.33,15.87
1500-10-30,netgen,3,1500,3600,19.57,38.15,21.58,16.5
1500-10-30,netgen,4,1500,9.29,9.01,6.98,18.44,15.58
1500-10-30,netgen,5,1500,3600,30.93,23.07,30.53,15.21
1500-10-30,netgen,6,1500,3600,20.47,120.37,31.43,17.5
1500-10-30,netgen,7,1500,10.06,9.21,77.28,39.22,15.97
1500-10-30,netgen,8,1500,3600,20.45,80.34,12.42,16.33
1500-10-30,netgen,9,1500,8.96,8.93,113.67,22.69,15.33
1500-10-31,netgen,0,1500,9.16,8.99,18.31,9.28,19.1
1500-10-31,netgen,1,1500,9.12,9.93,29.09,66.31,16.95
1500-10-31,netgen,2,1500,8.39,8.22,10.34,21.37,15.76
1500-10-31,netgen,3,1500,3600,21.19,8.55,10.56,16.29
1500-10-31,netgen,4,1500,13.73,9.1,8.51,6.89,15.3
1500-10-31,netgen,5,1500,9.07,8.73,19.07,5.85,17.16
1500-10-31,netgen,6,1500,11.98,10.35,28.38,26.86,18.89
1500-10-31,netgen,7,1500,8.78,9.12,37.85,15.46,15.43
1500-10-31,netgen,8,1500,9.22,10.66,4.46,37.11,15.92
1500-10-31,netgen,9,1500,9.64,8.81,15.48,7.76,18.24
1500-10-32,netgen,0,1500,10.14,9.01,121.01,51.52,16.21
1500-10-32,netgen,1,1500,8.98,10.76,56.84,23.37,17.74
1500-10-32,netgen,2,1500,9.02,9.66,23.43,198.91,16.72
1500-10-32,netgen,3,1500,9.59,9.29,126.27,19.93,15.6
1500-10-32,netgen,4,1500,11.57,9.51,27.51,53.37,15.95
1500-10-32,netgen,5,1500,9.08,8.64,46.77,12.07,14.89
1500-10-32,netgen,6,1500,8.78,9.06,72.47,9.51,16.08
1500-10-32,netgen,7,1500,8.94,9.94,35.01,292.99,16.25
1500-10-32,netgen,8,1500,10.82,8.33,36.44,59.87,15.4
1500-10-32,netgen,9,1500,8.56,9.45,23.1,18.95,15.38
1500-10-33,netgen,0,1500,8.88,9.01,23.15,74,15.58
1500-10-33,netgen,1,1500,9.63,8.89,3203.18,134.23,16.6
1500-10-33,netgen,2,1500,9.26,8.55,17.72,15.81,17.05
1500-10-33,netgen,3,1500,8.69,9.15,29.83,19.92,3600
1500-10-33,netgen,4,1500,3600,38.34,132.23,465.64,17.29
1500-10-33,netgen,5,1500,9.44,9.1,123.18,52.52,17.14
1500-10-33,netgen,6,1500,9.14,10.74,19.34,455.74,16.04
1500-10-33,netgen,7,1500,8.76,10.35,72.94,26.7,16.64
1500-10-33,netgen,8,1500,9.47,8.55,32.08,44.91,3600
1500-10-33,netgen,9,1500,8.64,9.08,30.7,52.68,15.97
1500-10-34,netgen,0,1500,3600,21.07,5.79,19.27,16.87
1500-10-34,netgen,1,1500,3600,23.3,16.79,14.51,16.78
1500-10-34,netgen,2,1500,9.9,8.62,19.61,9.05,16
1500-10-34,netgen,3,1500,8.47,8.06,15.09,17.17,24.12
1500-10-34,netgen,4,1500,9.09,9.84,16.36,20.67,15.25
1500-10-34,netgen,5,1500,8.66,8.38,18.88,12.83,16.65
1500-10-34,netgen,6,1500,9.79,9.57,10.03,5,17.01
1500-10-34,netgen,7,1500,8.68,8.4,5.87,7.93,14.92
1500-10-34,netgen,8,1500,11.29,9.48,12.29,8.09,15.85
1500-10-34,netgen,9,1500,8.99,11.22,44.2,11.27,16.86
1500-10-35,netgen,0,1500,9.19,9.63,144.3,8.95,15.42
1500-10-35,netgen,1,1500,10.33,9.12,5.96,280.16,15.21
1500-10-35,netgen,2,1500,3600,23.02,23.09,12.18,15.83
1500-10-35,netgen,3,1500,9.14,9.84,7.07,7.31,15.21
1500-10-35,netgen,4,1500,9.23,10.67,7.09,80.51,15.73
1500-10-35,netgen,5,1500,9.59,9.58,30.06,17.03,14.39
1500-10-35,netgen,6,1500,3600,21.24,12.67,52.3,16.88
1500-10-35,netgen,7,1500,9.16,9.06,8.34,6.69,14.99
1500-10-35,netgen,8,1500,9.45,9.65,176.82,169.98,15.68
1500-10-35,netgen,9,1500,3600,24.07,10.74,6.47,14.59
1500-10-36,netgen,0,1500,9.3,9.23,681.89,339.4,15.32
1500-10-36,netgen,1,1500,12.04,10.77,516.91,573.89,18.83
1500-10-36,netgen,2,1500,10.7,8.84,533.99,191.64,15.58
1500-10-36,netgen,3,1500,8.32,8.03,501.57,148.68,16.15
1500-10-36,netgen,4,1500,9.1,12.8,184.97,1257.17,14.7
1500-10-36,netgen,5,1500,8.73,8.63,3600,652.14,14.89
1500-10-36,netgen,6,1500,8.36,8.59,3600,621.69,15.09
1500-10-36,netgen,7,1500,11.65,8.32,2671.4,1302.25,16.46
1500-10-36,netgen,8,1500,8.63,9.31,3600,211.59,14.86
1500-10-36,netgen,9,1500,8.87,10.67,418.47,3370.79,15.06
1500-10-37,netgen,0,1500,9.14,10.03,15.64,40.1,16.39
1500-10-37,netgen,1,1500,8.36,8.58,5.75,14.86,15.42
1500-10-37,netgen,2,1500,9.44,8.96,39.24,20.05,15.95
1500-10-37,netgen,3,1500,8.17,9.88,32.39,13.39,15.88
1500-10-37,netgen,4,1500,9.15,8.73,39.44,58.37,16.07
1500-10-37,netgen,5,1500,9.5,8.85,53.93,29.94,16.2
1500-10-37,netgen,6,1500,10.31,9.98,13.9,37.39,16.03
1500-10-37,netgen,7,1500,11.31,8.12,21.61,6.33,15.95
1500-10-37,netgen,8,1500,9.09,10.98,39.35,57.28,16.36
1500-10-37,netgen,9,1500,8.91,9.25,12.92,66.75,17.74
1500-10-38,netgen,0,1500,9.62,10.58,1444.56,619.95,16.16
1500-10-38,netgen,1,1500,10.42,9.59,2789.47,819.31,3600
1500-10-38,netgen,2,1500,9.93,10.43,182.18,2110.13,18.02
1500-10-38,netgen,3,1500,9.11,8.34,1087,835.05,16.68
1500-10-38,netgen,4,1500,8.33,10.19,951.67,427.09,15.67
1500-10-38,netgen,5,1500,8.25,8.34,3600,764.94,16.93
1500-10-38,netgen,6,1500,10.01,12.08,1676.52,1675.53,16.96
1500-10-38,netgen,7,1500,10.15,11.37,1762.99,175.88,16.77
1500-10-38,netgen,8,1500,3600,19.5,231.89,1371.96,18.16
1500-10-38,netgen,9,1500,8.97,8.57,1154.2,1016.34,15.83
1500-10-39,netgen,0,1500,8.62,9.01,34.64,192.8,15.46
1500-10-39,netgen,1,1500,8.24,10.15,237.44,109.03,15.24
1500-10-39,netgen,2,1500,10.09,13.39,123.81,55.93,17.22
1500-10-39,netgen,3,1500,8.89,8.76,135.12,73.15,15.98
1500-10-39,netgen,4,1500,8.56,9.2,140.78,266.67,16.06
1500-10-39,netgen,5,1500,8.73,8.98,93.24,183.15,17.2
1500-10-39,netgen,6,1500,9.53,9.52,58.35,82.94,15.55
1500-10-39,netgen,7,1500,8.93,10.22,30.21,73.44,15.81
1500-10-39,netgen,8,1500,9.38,10.12,19.02,28.86,15.36
1500-10-39,netgen,9,1500,8.93,8.94,13.86,6.72,15.54
1500-10-4,netgen,0,1500,11.49,9.99,14.37,27.58,18.15
1500-10-4,netgen,1,1500,9.62,9.18,13.3,10.55,16.09
1500-10-4,netgen,2,1500,9.27,11.39,20.38,44.35,16.23
1500-10-4,netgen,3,1500,10.33,9.18,49.72,27.93,15.9
1500-10-4,netgen,4,1500,9.01,10.9,29.41,24.17,15.83
1500-10-4,netgen,5,1500,11.65,8.99,11.99,19.64,15.69
1500-10-4,netgen,6,1500,10.67,10.08,17,11.19,15.6
1500-10-4,netgen,7,1500,3600,22.65,13.15,46.06,16.37
1500-10-4,netgen,8,1500,9.34,9.05,27.53,19.22,15.35
1500-10-4,netgen,9,1500,9.04,10.35,11.88,20.97,15.85
1500-10-40,netgen,0,1500,3600,23.89,97.15,13.38,3600
1500-10-40,netgen,1,1500,3600,76.49,12.22,18.54,3600
1500-10-40,netgen,2,1500,3600,174.53,42.06,21.88,3600
1500-10-40,netgen,3,1500,3600,46.52,36.75,38.63,3600
1500-10-40,netgen,4,1500,3600,90.03,28.05,29.79,3600
1500-10-40,netgen,5,1500,3600,45.63,50.07,29.16,3600
1500-10-40,netgen,6,1500,3600,35.87,24.38,13.23,3600
1500-10-40,netgen,7,1500,3600,46.75,23.37,29.93,3600
1500-10-40,netgen,8,1500,3600,25.83,25.23,33.37,3600
1500-10-40,netgen,9,1500,3600,138.98,13.57,22.94,3600
1500-10-41,netgen,0,1500,9.14,10.72,16.98,96.84,15.81
1500-10-41,netgen,1,1500,9.48,9.35,55.97,66.36,3600
1500-10-41,netgen,2,1500,3600,20.39,41.49,27.93,16.35
1500-10-41,netgen,3,1500,9.92,10.39,164.22,55.16,15.78
1500-10-41,netgen,4,1500,3600,34.87,85.05,167.83,17.68
1500-10-41,netgen,5,1500,10.1,9.43,16.54,16.2,14.74
1500-10-41,netgen,6,1500,3600,34.14,160.37,84.75,3600
1500-10-41,netgen,7,1500,3600,23.15,41.04,41.38,17.63
1500-10-41,netgen,8,1500,10.01,11.64,98.86,41.67,16.75
1500-10-41,netgen,9,1500,3600,47.22,457.69,77.27,16.54
1500-10-42,netgen,0,1500,3600,32.92,180.37,114.49,15.46
1500-10-42,netgen,1,1500,3600,20.81,31.51,190.3,17.08
1500-10-42,netgen,2,1500,3600,26.97,103.97,27.86,15.12
1500-10-42,netgen,3,1500,11.25,10.35,81.81,104.26,3600
1500-10-42,netgen,4,1500,3600,35.78,96.53,114.69,16.99
1500-10-42,netgen,5,1500,11.09,10.15,142.78,21.05,15.34
1500-10-42,netgen,6,1500,9.36,9.95,32.55,81.46,16.36
1500-10-42,netgen,7,1500,3600,21.54,16.17,298.56,15.97
1500-10-42,netgen,8,1500,11.73,10.81,61.46,26.04,15.5
1500-10-42,netgen,9,1500,9.85,11.49,213.74,29.39,16.51
1500-10-43,netgen,0,1500,10.69,10.28,10.65,22.27,17.04
1500-10-43,netgen,1,1500,9.47,11.49,22.37,22.67,16.25
1500-10-43,netgen,2,1500,10.42,10.25,17.06,9.15,15.86
1500-10-43,netgen,3,1500,9.32,9.16,33.19,12.43,16.14
1500-10-43,netgen,4,1500,8.96,9.62,30.41,19.08,18.3
1500-10-43,netgen,5,1500,9.52,9.17,33.09,17.16,15.76
1500-10-43,netgen,6,1500,9.8,8.98,35.6,9.46,15.54
1500-10-43,netgen,7,1500,3600,35.69,27.36,12.59,3600
1500-10-43,netgen,8,1500,9.21,8.47,32.15,8.01,15.84
1500-10-43,netgen,9,1500,8.76,9.34,44.2,16.96,15.99
1500-10-44,netgen,0,1500,8.73,9.35,12.08,8.11,16.61
1500-10-44,netgen,1,1500,8.83,8.88,7.85,6.95,16.98
1500-10-44,netgen,2,1500,3600,18.75,5.18,7.11,3600
1500-10-44,netgen,3,1500,3600,36,5.16,5.7,17.13
1500-10-44,netgen,4,1500,9.33,8.62,7.85,10.81,3600
1500-10-44,netgen,5,1500,8.48,8.64,10.74,7.17,15.65
1500-10-44,netgen,6,1500,8.88,9.26,8.99,7.4,16.23
1500-10-44,netgen,7,1500,3600,36.74,8.68,21.15,3600
1500-10-44,netgen,8,1500,11.75,10.07,7.08,8.91,16.79
1500-10-44,netgen,9,1500,9.91,10.01,5.3,5.96,17.31
1500-10-45,netgen,0,1500,9.22,9.69,17.5,21.12,15.7
1500-10-45,netgen,1,1500,8.67,9.17,22.02,73.08,16.66
1500-10-45,netgen,2,1500,10.64,9.45,7.84,10.4,15.96
1500-10-45,netgen,3,1500,9.69,8.9,21.78,22.49,15.53
1500-10-45,netgen,4,1500,9.91,9.17,27.91,15.57,15.39
1500-10-45,netgen,5,1500,10.93,8.66,17.74,15.67,14.94
1500-10-45,netgen,6,1500,9.89,10.59,30.88,32.22,14.61
1500-10-45,netgen,7,1500,10.84,9.23,12.59,18.41,15.69
1500-10-45,netgen,8,1500,10.81,11.22,23.21,7.38,15.63
1500-10-45,netgen,9,1500,9.58,9.41,17.07,24.05,18.01
1500-10-46,netgen,0,1500,3600,52.06,24.17,7.65,3600
1500-10-46,netgen,1,1500,3600,21.54,9.61,8.94,16.41
1500-10-46,netgen,2,1500,8.77,9.16,20.26,10.24,15.92
1500-10-46,netgen,3,1500,3600,46.21,8.89,8.04,15.91
1500-10-46,netgen,4,1500,9.66,8.57,25.84,5.44,3600
1500-10-46,netgen,5,1500,3600,41.35,7.26,20.12,17.3
1500-10-46,netgen,6,1500,9.31,8.78,30.64,13.22,15.93
1500-10-46,netgen,7,1500,3600,33.82,7.97,5.84,15.67
1500-10-46,netgen,8,1500,3600,33.12,20.46,19.41,16.74
1500-10-46,netgen,9,1500,3600,32.01,18.48,24.36,15.52
1500-10-47,netgen,0,1500,9.23,9.54,69.64,22.56,15.78
1500-10-47,netgen,1,1500,9.25,11.51,23.32,84.9,17.89
1500-10-47,netgen,2,1500,9.76,9.34,405.98,26.09,16.08
1500-10-47,netgen,3,1500,9.02,10.11,284.66,83.14,15.12
1500-10-47,netgen,4,1500,9.99,9.27,66.87,103.13,15.89
1500-10-47,netgen,5,1500,10.64,9.17,41.47,10.92,15.03
1500-10-47,netgen,6,1500,8.94,9.21,54.05,71.15,15.62
1500-10-47,netgen,7,1500,10.34,8.72,23.06,50.86,3600
1500-10-47,netgen,8,1500,8.77,10.2,23.31,61.27,3600
1500-10-47,netgen,9,1500,9.57,8.35,290.69,20.22,17.7
1500-10-48,netgen,0,1500,11.2,9.3,24.14,21.6,14.65
1500-10-48,netgen,1,1500,8.23,8.35,481.3,128.51,16.06
1500-10-48,netgen,2,1500,8.9,8.73,10.85,26.3,15.52
1500-10-48,netgen,3,1500,8.13,9.06,1903.78,39.85,15.63
1500-10-48,netgen,4,1500,8.99,8.53,8.63,7.67,16.01
1500-10-48,netgen,5,1500,8.66,10.65,1662.05,368.99,17.11
1500-10-48,netgen,6,1500,8.86,8.82,19.51,28.44,14.99
1500-10-48,netgen,7,1500,9.28,9.66,3600,17.6,3600
1500-10-48,netgen,8,1500,3600,18.1,30.46,182.96,16.11
1500-10-48,netgen,9,1500,9.42,8.78,16.69,9.54,15.45
1500-10-49,netgen,0,1500,8.24,8.05,17.95,151.01,15.51
1500-10-49,netgen,1,1500,10.71,8.1,9.85,49.74,16.47
1500-10-49,netgen,2,1500,8.71,9.61,30.31,231.06,18.07
1500-10-49,netgen,3,1500,8.41,8.23,23.71,32.26,16.36
1500-10-49,netgen,4,1500,9.76,8.37,51.27,27.49,3600
1500-10-49,netgen,5,1500,9.06,8.87,26.14,15.35,17.42
1500-10-49,netgen,6,1500,9.72,9.86,66.96,64.64,18.66
1500-10-49,netgen,7,1500,9.69,8.03,16.22,35.2,16.77
1500-10-49,netgen,8,1500,9.17,9.03,21.54,14.68,16.6
1500-10-49,netgen,9,1500,8.21,9.78,23.85,13.02,16.33
1500-10-5,netgen,0,1500,10.11,8.98,13.49,7.3,3600
1500-10-5,netgen,1,1500,8.79,8.72,7.71,6.61,15.82
1500-10-5,netgen,2,1500,8.82,8.1,7.4,8.04,15.17
1500-10-5,netgen,3,1500,10.1,9.77,9.75,9.6,16.72
1500-10-5,netgen,4,1500,8.86,8.39,7.58,10.92,14.01
1500-10-5,netgen,5,1500,9.96,9.58,10.82,14.12,16.03
1500-10-5,netgen,6,1500,8.69,9.05,9.29,11.57,17.55
1500-10-5,netgen,7,1500,9.23,8.44,17.69,15.19,15.62
1500-10-5,netgen,8,1500,8.57,9.34,9.41,8,15.54
1500-10-5,netgen,9,1500,9.83,9.19,9.22,6.81,15.48
1500-10-50,netgen,0,1500,3600,26.01,6.31,9.62,16.87
1500-10-50,netgen,1,1500,3600,22.99,6.86,12.86,18.49
1500-10-50,netgen,2,1500,9.98,9.56,9.22,9.18,16.66
1500-10-50,netgen,3,1500,8.92,10.3,11.09,6.43,16.38
1500-10-50,netgen,4,1500,9.44,9.63,4.66,12.96,3600
1500-10-50,netgen,5,1500,10.22,8.77,13.85,5.71,17.1
1500-10-50,netgen,6,1500,9.04,11.65,7.39,10.38,17.33
1500-10-50,netgen,7,1500,8.56,8.52,7.28,4.36,19.32
1500-10-50,netgen,8,1500,8.89,10.81,8.9,8.62,3600
1500-10-50,netgen,9,1500,8.93,8.68,7.51,13.19,17.54
1500-10-6,netgen,0,1500,12.73,10.02,13.47,17.22,15.79
1500-10-6,netgen,1,1500,10.52,10.31,53.56,16.12,16.29
1500-10-6,netgen,2,1500,9.17,10.01,34.66,17.03,16.55
1500-10-6,netgen,3,1500,9.55,9.14,7.64,9.62,17.78
1500-10-6,netgen,4,1500,9.57,9.09,10.84,10.56,18.87
1500-10-6,netgen,5,1500,10.42,9.23,7,6.2,15.49
1500-10-6,netgen,6,1500,11.79,10.62,21.44,4.5,16.14
1500-10-6,netgen,7,1500,11.65,9.83,5.92,15.56,15.84
1500-10-6,netgen,8,1500,10.57,9.64,14.09,19.7,18.92
1500-10-6,netgen,9,1500,12.5,12.14,18.71,24.08,3600
1500-10-7,netgen,0,1500,8.48,11.21,254.13,172.76,3600
1500-10-7,netgen,1,1500,8.63,10.38,57,75.31,17.66
1500-10-7,netgen,2,1500,3600,21.3,43.66,106.34,16.56
1500-10-7,netgen,3,1500,9.88,9.87,20.62,144.48,17.21
1500-10-7,netgen,4,1500,8.67,8.37,152.61,121.29,16.37
1500-10-7,netgen,5,1500,9.75,8.84,218.88,38.4,3600
1500-10-7,netgen,6,1500,8.9,8.72,11.5,206.36,16.29
1500-10-7,netgen,7,1500,9.87,9.31,52.13,189.82,18.09
1500-10-7,netgen,8,1500,9.16,9.2,6.83,138.76,3600
1500-10-7,netgen,9,1500,9.92,9.29,40.23,256.39,15.15
1500-10-8,netgen,0,1500,3600,25.54,199.23,330.14,18.21
1500-10-8,netgen,1,1500,3600,22.2,1323.66,821.56,16.68
1500-10-8,netgen,2,1500,9.31,9.24,1211.88,1371.52,19.04
1500-10-8,netgen,3,1500,9.64,9.64,3490.71,6.12,15.83
1500-10-8,netgen,4,1500,3600,21.71,1214.17,115.08,17.95
1500-10-8,netgen,5,1500,8.99,8.74,22.57,35.76,17.06
1500-10-8,netgen,6,1500,3600,20.32,153.06,7.69,16.83
1500-10-8,netgen,7,1500,9.08,9.5,2064.68,555.39,16.97
1500-10-8,netgen,8,1500,3600,22.97,2289.19,10.7,3600
1500-10-8,netgen,9,1500,9.43,9.31,432.47,116.28,16.17
1500-10-9,netgen,0,1500,3600,33.83,6.63,4.87,16.35
1500-10-9,netgen,1,1500,3600,21.32,20.42,7.09,16.43
1500-10-9,netgen,2,1500,3600,37.54,24.27,14.71,16.12
1500-10-9,netgen,3,1500,3600,21.63,13.58,11.39,16.14
1500-10-9,netgen,4,1500,9.98,12.34,7.81,9.52,3600
1500-10-9,netgen,5,1500,10.56,10.95,15.31,10.18,17.02
1500-10-9,netgen,6,1500,10.74,9.72,9.57,16.28,16.91
1500-10-9,netgen,7,1500,10.35,11.73,12.01,7,16.22
1500-10-9,netgen,8,1500,10.73,9.48,12.34,7.79,18.13
1500-10-9,netgen,9,1500,10.38,10.68,9.19,10.69,19.15
1500-2-1,netgen,0,1500,11.87,14.86,1298,87.82,3600
1500-2-1,netgen,1,1500,10.83,12.29,26.46,493.12,23.81
1500-2-1,netgen,2,1500,12.37,10.99,353.7,631.14,3600
1500-2-1,netgen,3,1500,12.75,14.37,66.55,15.34,21.32
1500-2-1,netgen,4,1500,15.17,13.05,1074.49,104.08,22.23
